Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2
Evere,1140,apartment,299000,2,84,1,0,1,11,0,0,0,0,2,1976,4,109,2,257500,24158,3559
Roeselare,8800,house,645000,5,404,0,0,0,0,0,0,1,1577,3,1976,4,259,5,238106,28720,1596
Ixelles,1050,apartment,1450000,3,300,1,0,0,0,0,0,0,0,2,1940,4,133,4,350000,23014,4833
Kraainem,1950,villa,865000,6,260,0,0,1,30,1,150,0,503,4,1973,3,335,3,530000,32881,3326
Laarne,9270,house,349000,3,218,1,0,0,0,1,433,0,433,4,1967,1,619,2,378439,32671,1600
Neufchateau,6840,house,239000,5,390,1,0,1,15,0,0,0,165,2,1899,2,391,1,185000,28408,612
Bruxelles,1000,house,1290000,5,449,1,0,0,0,1,140,0,395,2,1895,1,301,3,275000,21541,2873
Auderghem,1160,apartment,365000,3,90,1,1,1,9,0,0,0,0,2,1963,2,255,4,363000,28443,4055
Wavre,1300,exceptional-property,695000,5,321,1,0,1,50,0,0,1,2981,4,1965,3,330,3,310000,28507,2165
Oudenaarde,9700,house,349000,3,193,0,0,1,20,0,0,0,259,2,2009,5,165,3,275000,30647,1808
Sint-pieters-leeuw,1600,house,365000,4,130,1,0,0,0,0,0,0,247,3,1960,1,538,3,325000,29043,2807
Woluwe-saint-pierre,1150,house,965000,6,225,1,0,1,30,1,250,0,430,3,1985,3,184,3,465000,29516,4288
Leglise,6860,apartment,235000,2,88,1,0,1,9,0,0,0,0,4,2016,6,76,5,210050,32700,2670
De-pinte,9840,villa,1240000,4,280,0,0,1,20,0,0,0,940,4,1994,6,48,5,442500,39726,4428
Lier,2500,house,739000,2,200,1,0,0,0,0,0,0,966,4,2008,5,184,3,290000,29623,3695
Beveren,9120,house,575000,5,239,1,0,0,0,0,0,0,501,3,1953,1,552,3,296500,32302,2405
Saint-josse-ten-noode,1210,apartment,159000,1,62,0,0,1,2,0,0,0,0,2,1954,2,247,1,245000,18781,2564
Tournai,7500,villa,1500000,5,500,1,0,0,0,0,0,1,2250,4,2018,6,63,5,195000,25518,3000
Rotselaar,3110,house,825000,4,277,1,0,0,0,0,0,0,1000,4,2010,5,115,5,360400,35967,2978
Antwerpen,2000,apartment,419000,2,80,0,1,1,20,0,0,0,0,3,2015,5,175,3,260000,25683,5237
Grembergen,9200,house,353000,3,193,1,0,0,0,1,575,0,575,3,1955,3,371,3,265000,30172,1829
Neufchcateau,6840,house,259000,7,319,1,0,1,14,1,30,0,180,2,1875,3,315,2,185000,28408,811
Molenbeek-saint-jean,1080,house,525000,6,284,1,0,1,10,1,50,0,140,2,1883,3,193,3,215000,21062,1848
Bruxelles,1000,penthouse,1650000,3,181,0,0,1,57,0,0,0,0,2,2023,5,75,5,275000,21541,9116
Geraardsbergen,9500,house,99000,2,84,0,0,1,10,0,0,0,40,2,1920,3,397,1,238500,29578,1178
Braine-lalleud,1420,house,1990000,7,600,1,0,0,0,0,0,0,5000,4,1992,4,218,1,360000,30512,3316
Geraardsbergen,9500,house,145000,2,80,1,0,0,0,0,0,0,30,2,1918,4,295,3,238500,29578,1812
Wavre,1300,house,695000,9,420,1,0,0,0,0,0,0,1439,4,1996,4,200,3,310000,28507,1654
Tournai,7500,house,78000,1,55,1,0,0,0,0,0,0,38,2,1850,2,375,1,195000,25518,1418
Schoten,2900,villa,1775000,5,493,0,0,0,0,0,0,1,2184,4,1995,6,87,5,330550,31175,3600
Uccle,1180,house,800000,6,335,1,0,1,15,1,317,0,400,3,1974,0,433,2,390000,26467,2388
Schilde,2970,house,875000,5,339,0,0,0,0,0,0,0,950,4,2005,6,100,3,500000,33742,2581
Oudenaarde,9700,house,845000,4,553,0,0,0,0,0,0,0,290,4,1913,2,416,2,275000,30647,1528
Ciney,5590,apartment,230000,2,75,1,0,1,10,0,0,0,0,2,2015,5,118,5,228000,26679,3066
Brussels,1000,villa,895000,5,350,1,0,0,0,1,300,0,734,4,1974,2,223,2,275000,21541,2557
Ciney,5590,apartment,230000,2,60,1,0,1,10,0,0,0,0,2,2015,5,86,5,228000,26679,3833
Ixelles,1050,exceptional-property,930000,5,279,1,0,1,15,1,920,0,1147,3,1899,0,582,1,350000,23014,3333
Ciney,5590,apartment,230000,2,60,1,0,1,10,0,0,0,0,2,2015,5,95,5,228000,26679,3833
Uccle,1180,ground-floor,1950000,4,318,1,0,0,0,0,0,0,0,3,1998,1,321,3,390000,26467,6132
Zoersel,2980,house,499500,5,342,0,0,0,0,0,0,0,1435,4,1975,2,486,1,425000,33080,1460
Anderlues,6150,villa,275000,2,310,1,0,0,0,0,0,0,825,4,1995,4,190,3,175200,25325,887
Saint-hubert,6870,house,124000,4,97,0,0,0,0,0,0,0,68,3,1925,2,421,3,170000,27382,1278
Grez-doiceau,1390,exceptional-property,1780000,5,463,1,0,1,120,0,0,1,5089,4,1991,4,206,5,382500,31018,3844
Antwerpen,2000,apartment,245000,1,62,1,0,0,0,0,0,0,0,3,1988,3,339,3,260000,25683,3951
Woluwe-saint-pierre,1150,apartment,325000,2,100,1,0,1,10,0,0,0,0,2,1973,1,310,5,465000,29516,3250
Wavre,1300,apartment,245000,2,85,1,0,1,16,0,0,0,0,4,1990,4,191,1,310000,28507,2882
Anderlecht,1070,apartment,295000,2,95,1,0,1,12,0,0,0,0,4,2018,5,91,3,220000,21336,3105
Anderlecht,1070,apartment,235000,2,97,1,0,1,8,0,0,0,0,4,1966,4,129,3,220000,21336,2422
Liege,4000,apartment,268000,2,90,1,0,1,18,1,45,0,0,2,2013,5,168,3,170000,22738,2977
Liege,4000,apartment,275000,2,98,1,0,1,3,0,0,0,0,2,1975,5,140,4,170000,22738,2806
Aldeneik,3680,house,568500,5,303,0,0,0,0,0,0,0,1169,4,1995,4,208,3,250000,29364,1876
Halle,1500,apartment,225000,2,87,1,0,0,0,0,0,0,0,2,1988,5,121,3,308250,30101,2586
Gent,9000,apartment,245000,2,65,1,0,1,5,0,0,0,0,4,1970,4,217,2,335000,27,3769
Aalst,9300,apartment,185000,3,95,1,0,0,0,0,0,0,0,2,1977,4,225,2,265000,29669,1947
Ixelles,1050,apartment,730000,3,215,1,0,0,0,0,0,0,0,3,1928,3,205,3,350000,23014,3395
Molenbeek-saint-jean,1080,apartment,155000,2,92,0,0,0,0,0,0,0,0,2,1935,0,629,3,215000,21062,1684
Heist-aan-zee,8301,apartment,645000,2,91,1,0,1,11,0,0,0,0,2,2017,6,75,3,592500,28601,7087
Molenbeek-saint-jean,1080,apartment,160000,2,77,0,0,0,0,0,0,0,0,2,1969,3,182,3,215000,21062,2077
Arlon,6700,house,495000,5,251,1,0,1,80,0,0,0,832,4,1890,3,336,3,286500,34008,1972
Linkebeek,1630,villa,375000,4,315,1,0,1,40,1,365,0,430,4,1913,1,796,2,324000,30656,1190
Retie,2470,house,265000,3,198,1,0,0,0,0,0,0,797,4,1956,1,685,1,310000,31378,1338
Erondegem,9420,villa,624000,4,260,1,0,0,0,0,0,0,1059,4,1992,4,264,3,287580,32874,2400
Haaltert,9450,town-house,359000,4,195,1,0,1,15,0,0,0,90,3,2002,5,105,5,283500,32791,1841
Wemmel,1780,apartment,298000,2,98,1,0,1,9,0,0,0,0,2,1969,4,233,3,380000,29511,3040
Bekkevoort,3460,villa,599000,4,250,1,0,0,0,1,400,0,652,4,2018,6,41,5,292500,31160,2396
Astene,9800,villa,1300000,5,558,0,0,0,0,0,0,0,1734,4,1992,2,435,1,320500,31900,2329
Oudenaarde,9700,house,339000,3,104,1,0,0,0,0,0,0,60,2,1918,5,155,5,275000,30647,3259
Tielt-winge,3390,villa,599000,4,250,1,0,0,0,1,400,0,652,4,2018,6,41,5,328500,32394,2396
Putte,2580,apartment,368000,3,108,1,0,1,8,0,0,0,0,2,2008,5,102,3,325000,31734,3407
Rijkevorsel,2310,house,719000,4,301,1,0,0,0,0,0,0,1265,4,2010,5,135,5,350000,30083,2388
Bachte-maria-leerne,9800,house,635000,4,201,0,0,1,20,0,0,0,308,3,2024,6,45,3,320500,31900,3159
Merksplas,2330,house,397000,4,205,0,0,0,0,0,0,0,2705,4,1967,1,763,1,355000,30223,1936
Oreye,4360,house,349000,4,470,0,1,1,46,1,350,0,803,3,1930,3,269,3,260000,29443,742
Mortsel,2640,ground-floor,225000,1,55,1,0,1,30,1,106,0,0,2,1956,3,316,3,339500,31213,4090
Sint-martens-leerne,9800,villa,945000,4,217,0,0,0,0,0,0,0,1194,4,1964,6,90,5,320500,31900,4354
Gierle,2275,house,439000,7,420,0,0,0,0,0,0,0,1380,4,1979,4,229,2,320000,31754,1045
Nil-saint-vincent-saint-martin,1457,duplex,275000,2,85,1,0,0,0,0,0,0,0,3,2012,3,337,3,352500,32526,3235
Waremme,4300,exceptional-property,595000,5,220,1,0,1,60,1,750,0,948,4,2013,5,127,5,210000,27485,2704
Blankenberge,8370,town-house,499000,3,248,1,0,1,6,0,0,0,66,2,1900,4,256,5,235000,25711,2012
Wavre,1300,duplex,450000,3,200,1,0,1,12,0,0,0,0,2,2012,5,108,5,310000,28507,2250
Loppem,8210,house,449000,4,280,1,0,0,0,0,0,0,1083,4,1974,4,262,2,348000,32732,1603
Antwerpen,2000,flat-studio,134000,1,18,0,1,0,0,1,50,0,0,2,2013,5,136,5,260000,25683,7444
Turnhout,2300,apartment,249000,2,72,1,0,1,7,0,0,0,0,3,2001,5,193,3,250000,27404,3458
Schaarbeek,1030,house,329000,4,240,0,0,1,15,0,0,0,81,2,1874,0,412,2,275000,21912,1370
Tremelo,3120,house,639000,3,180,0,0,0,0,0,0,0,887,4,2009,5,173,5,361000,32139,3550
Schilde,2970,villa,1070000,4,384,1,0,0,0,0,0,0,2551,4,2009,6,81,3,500000,33742,2786
Carlsbourg,6850,house,1650000,9,850,1,1,0,0,0,0,0,3285,4,1850,5,123,5,204500,26189,1941
Tournai,7500,house,209000,2,196,1,0,0,0,0,0,0,114,2,1950,4,254,5,195000,25518,1066
Sint-martens-latem,9830,villa,1265000,3,245,0,0,1,28,0,0,0,962,4,1978,5,127,5,680000,35589,5163
Kontich,2550,house,349000,3,204,0,0,0,0,1,115,0,216,2,1980,5,194,3,359000,33894,1710
Geraardsbergen,9500,house,165000,2,85,0,0,0,0,0,0,0,30,2,1985,4,209,4,238500,29578,1941
Depinte,9840,villa,1240000,4,280,0,0,1,20,0,0,0,940,4,1994,6,48,5,442500,39726,4428
Rijkevorsel,2310,house,329000,5,193,1,0,0,0,0,0,0,925,4,1954,1,709,3,350000,30083,1704
Flemalle,4400,house,249000,2,75,0,0,1,22,1,690,0,846,4,1969,1,506,2,190000,26199,3320
Marche-en-famenne-marloie,6900,house,250000,5,155,1,0,1,20,0,0,0,299,3,1932,3,258,3,230000,26665,1612
Saint-gilles,1060,apartment,199000,1,77,1,0,0,0,0,0,0,0,2,1930,1,307,1,291000,20648,2584
Mechelen,2800,apartment,249000,2,95,1,0,0,0,0,0,0,0,2,1930,4,265,4,312500,29870,2621
Saint-georges-sur-meuse,4470,house,210000,2,138,0,0,0,0,0,0,0,3846,4,1874,1,507,1,220000,27858,1521
Harelbeke,8530,house,137500,4,205,0,0,0,0,0,0,0,130,3,1972,1,616,3,235000,30547,670
Liege,4000,apartment,155000,2,85,0,0,1,2,0,0,0,0,2,1966,3,278,3,170000,22738,1823
Uccle,1180,apartment,415000,3,88,1,0,1,3,1,300,0,0,2,1952,3,191,3,390000,26467,4715
Wezembeek-oppem,1970,town-house,525000,4,224,1,0,0,0,0,0,0,327,3,1980,4,293,1,520000,33282,2343
Aalst,9300,house,325000,3,167,1,0,0,0,0,0,0,3479,3,1967,1,671,2,265000,29669,1946
Buggenhout,9255,house,250000,3,119,1,0,0,0,0,0,0,120,3,1850,3,303,3,327500,33340,2100
Aartselaar,2630,villa,548000,2,100,1,0,0,0,0,0,0,1849,4,1962,1,614,3,355000,34397,5480
Halle,1500,house,330000,3,129,0,0,0,0,0,0,0,952,3,1965,4,234,2,308250,30101,2558
Eeklo,9900,house,250000,3,122,0,0,0,0,0,0,0,656,2,1952,1,536,1,250000,27380,2049
Sint-pieters-leeuw,1600,house,339000,4,177,0,0,0,0,0,0,0,192,3,1935,2,420,2,325000,29043,1915
Buggenhout,9255,house,388000,3,147,1,0,0,0,0,0,0,369,3,2019,5,127,5,327500,33340,2639
Seneffe,7180,duplex,135000,2,80,1,0,1,4,0,0,0,0,2,1850,3,269,2,259500,28554,1687
Schelle,2627,town-house,349000,3,164,1,0,1,16,1,150,0,75,3,1979,4,259,3,289000,33215,2128
Middelkerke,8430,apartment,370000,2,68,1,1,0,0,0,0,0,0,2,1977,5,161,2,200000,27292,5441
Nivelles,1400,duplex,135000,2,80,1,0,1,4,0,0,0,0,2,1850,3,269,2,260000,28900,1687
Lommel,3920,house,449000,3,182,1,0,0,0,0,0,0,380,4,1970,5,179,3,285000,30215,2467
Liege,4000,house,439000,7,158,1,0,1,47,0,0,0,120,2,1975,3,334,3,170000,22738,2778
Malle,2390,house,374000,2,117,0,0,0,0,0,0,0,463,4,1956,3,363,5,353800,30447,3196
Beerse,2340,house,379000,3,139,0,0,0,0,0,0,0,473,4,1960,3,351,3,375000,32645,2726
Bievre,5555,house,170000,4,168,1,0,0,0,1,200,0,385,3,1920,2,401,2,170000,25687,1011
Liege,4000,apartment,187000,2,78,1,0,0,0,0,0,0,0,2,1979,4,198,3,170000,22738,2397
Sint-agatha-berchem,1082,house,399000,3,165,1,0,1,1606,0,0,0,140,2,1930,0,404,2,267500,24327,2418
Izegem,8870,house,275000,4,188,0,0,0,0,0,0,0,250,4,1945,5,178,5,220000,29378,1462
Herne,1540,house,469000,3,192,0,0,0,0,0,0,0,884,3,2016,5,146,3,317500,34077,2442
Erquelinnes,6560,house,199000,3,110,0,0,0,0,0,0,0,285,3,2021,5,170,5,149000,24582,1809
Schaerbeek,1030,house,435000,4,145,1,0,1,3,1,8,0,95,2,1925,1,340,1,275000,21912,3000
Amay,4540,house,219000,3,108,1,0,1,36,1,50,0,182,4,1899,1,458,3,200000,27135,2027
Aartselaar,2630,apartment,210000,2,84,0,0,1,6,0,0,0,0,3,1989,2,410,3,355000,34397,2500
Tienen,3300,house,279000,5,158,0,0,0,0,1,160,0,260,2,1930,3,305,5,249000,29289,1765
Roosdaal,1760,house,449000,2,177,1,0,0,0,0,0,0,630,4,2000,4,203,3,355000,33632,2536
Veurne,8630,house,279000,5,174,0,0,0,0,1,80,0,176,2,1964,2,425,1,283750,27802,1603
Beveren,9120,apartment,175000,2,91,1,0,1,5,0,0,0,0,2,1976,4,270,1,296500,32302,1923
Sint-katelijne-waver,2860,house,525000,3,170,1,0,0,0,0,0,0,360,3,1950,5,197,3,375000,31938,3088
Woluwe-saint-lambert,1200,apartment,399000,2,95,1,0,1,12,0,0,0,0,2,2016,5,59,3,369000,27210,4200
Amay,4540,house,260000,3,120,1,0,0,0,0,0,0,145,3,1918,3,301,4,200000,27135,2166
Nechin,7730,house,785000,5,320,1,0,0,0,0,0,1,1900,4,2012,4,179,5,195000,26919,2453
Turnhout,2300,apartment,214000,2,75,0,0,1,5,0,0,0,0,2,1968,6,77,5,250000,27404,2853
Heist-aan-zee,8301,apartment,420000,2,88,1,0,0,0,0,0,0,0,2,1998,6,98,3,592500,28601,4772
Oostende,8400,town-house,399000,3,210,0,0,0,0,1,131,0,252,2,1980,5,183,5,235000,25991,1900
Juprelle,4450,house,269000,4,120,1,0,1,60,1,280,0,376,2,1994,1,482,3,250000,31513,2241
Anderlecht,1070,flat-studio,295000,1,67,1,0,0,0,0,0,0,0,2,2024,4,110,5,220000,21336,4402
Bassenge,4690,house,475000,4,215,1,0,1,55,1,520,0,879,3,2017,5,124,5,193000,28381,2209
Bruxelles,1000,apartment,465000,2,98,1,1,1,6,0,0,0,0,2,2012,4,104,5,275000,21541,4744
Arendonk,2370,house,385000,3,108,1,0,0,0,0,0,0,120,2,2021,6,76,5,294500,30737,3564
Waterloo,1410,house,295000,2,110,1,0,0,0,0,0,0,180,2,1953,1,442,1,475000,31143,2681
Gerpinnes,6280,triplex,189000,2,76,0,0,1,17,0,0,0,0,3,2015,6,81,5,275000,30371,2486
Tubize,1480,villa,399000,3,120,0,0,1,30,1,550,0,642,4,1994,3,262,3,252250,27224,3325
Affligem,1790,house,439000,3,168,1,0,0,0,1,270,0,538,3,1980,4,218,5,330000,34876,2613
Gent,9000,house,499000,4,169,0,0,0,0,0,0,0,130,4,1930,3,384,3,335000,27,2952
Ronse,9600,house,139000,3,180,1,0,0,0,1,20,0,130,2,1930,1,638,1,203500,25716,772
Wetteren,9230,house,195000,3,128,1,0,0,0,0,0,0,80,2,1885,1,508,1,280000,30041,1523
Torhout,8820,apartment,99000,1,46,1,0,0,0,1,10,0,0,2,1998,2,477,3,272500,30014,2152
Antwerpen,2000,apartment,460000,2,101,1,0,1,12,0,0,0,0,2,2016,6,88,3,260000,25683,4554
Etterbeek,1040,flat-studio,235000,1,49,0,0,1,2,0,0,0,0,2,1960,0,596,5,323500,23665,4795
Libramont-chevigny,6800,apartment,225000,2,76,1,0,0,0,0,0,0,0,2,2007,4,233,3,224500,27968,2960
Woluwe-saint-lambert,1200,apartment,370000,2,85,1,1,0,0,0,0,0,0,2,2004,4,139,3,369000,27210,4352
Ixelles,1050,penthouse,650000,3,150,1,0,1,35,0,0,0,0,2,1975,3,204,4,350000,23014,4333
Brugge,8000,ground-floor,265000,2,72,1,0,0,0,0,0,0,0,2,1961,5,135,4,310000,29506,3680
Erquelinnes,6560,villa,243000,3,135,1,0,1,1,1,1,0,1375,4,2005,3,217,5,149000,24582,1800
Turnhout,2300,apartment,189000,2,99,0,0,0,0,0,0,0,0,3,1972,4,233,3,250000,27404,1909
Braine-lalleud,1420,villa,545000,3,250,1,0,1,30,0,0,1,1768,4,1966,3,328,5,360000,30512,2180
Opwijk,1745,house,374900,3,153,0,0,0,0,0,0,0,1365,4,1977,1,514,2,315000,33533,2450
Watermael-boitsfort,1170,apartment,290000,2,71,0,0,1,2,0,0,0,0,3,1960,2,222,1,429500,26474,4084
Nandrin,4550,house,595000,4,223,1,0,1,57,0,0,0,2905,4,1900,4,197,3,300000,33777,2668
Tremelo,3120,house,415000,3,150,1,0,0,0,0,0,0,1273,4,1975,3,363,3,361000,32139,2766
Middelkerke,8430,apartment,115000,1,26,0,1,0,0,0,0,0,0,2,1969,4,265,4,200000,27292,4423
Oostende,8400,house,189000,3,130,1,0,0,0,0,0,0,132,2,1930,1,917,2,235000,25991,1453
Nassogne,6950,house,199000,3,100,1,0,0,0,1,612,0,612,4,1974,3,313,3,190000,28072,1990
Uccle,1180,apartment,310000,2,98,1,0,1,12,0,0,0,0,3,1958,1,279,1,390000,26467,3163
Mortsel,2640,apartment,189500,2,80,0,0,1,2,0,0,0,0,3,1963,3,368,2,339500,31213,2368
Brussels-city,1000,apartment,365000,1,57,1,1,0,0,0,0,0,0,1,2016,5,57,3,275000,21541,6403
Edegem,2650,ground-floor,190000,2,93,0,0,0,0,0,0,0,0,2,1975,4,218,3,339900,34133,2043
Edegem,2650,apartment,214000,2,82,0,0,1,8,0,0,0,0,2,1977,5,167,3,339900,34133,2609
Mortsel,2640,apartment,219500,2,97,0,0,1,8,0,0,0,0,2,1970,4,223,3,339500,31213,2262
Etterbeek,1040,flat-studio,350000,1,56,1,1,1,2,0,0,0,0,2,2018,5,84,5,323500,23665,6250
Uccle,1180,ground-floor,349000,2,90,0,0,1,11,1,36,0,0,3,1996,2,236,1,390000,26467,3877
Blankenberge,8370,apartment,399000,2,80,1,1,1,4,0,0,0,0,2,1930,4,273,5,235000,25711,4987
Sint-jans-molenbeek,1080,apartment,235000,1,57,1,1,1,37,0,0,0,0,2,1981,1,319,3,215000,21062,4122
Jette,1090,apartment,199000,2,95,0,0,1,7,0,0,0,0,2,1972,0,350,1,235000,24171,2094
Sint-genesius-rode,1640,apartment,249000,2,63,1,0,0,0,0,0,0,0,2,1999,4,266,3,530000,32847,3952
Middelkerke,8430,flat-studio,179500,1,32,1,0,0,0,0,0,0,0,2,1970,5,146,3,200000,27292,5609
Schaerbeek,1030,apartment,180000,1,57,1,0,0,0,0,0,0,0,2,1913,3,174,4,275000,21912,3157
Edegem,2650,ground-floor,249000,3,84,0,0,0,0,0,0,0,0,3,1974,3,317,1,339900,34133,2964
Waterloo,1410,villa,1100000,6,400,1,0,1,1,1,1,0,1990,4,1973,4,323,1,475000,31143,2750
Watermael-boitsfort,1170,penthouse,499000,1,90,1,0,1,70,0,0,0,0,4,1970,2,224,5,429500,26474,5544
Chapelle-lez-herlaimont,7160,house,99900,3,99,0,0,1,30,1,250,0,390,3,1874,0,681,1,176623,24942,1009
Woluwe-saint-lambert,1200,penthouse,500000,2,94,1,0,1,6,0,0,0,0,4,2026,6,44,5,369000,27210,5319
Antwerpen,2000,apartment,510000,4,76,1,1,0,0,0,0,0,0,2,2014,6,87,5,260000,25683,6710
Ganshoren,1083,apartment,235000,2,87,1,0,1,8,0,0,0,0,4,1970,3,166,5,220000,23789,2701
Woluwe-saint-lambert,1200,apartment,395000,1,76,1,0,1,3,0,0,0,0,4,2026,6,44,5,369000,27210,5197
Herzele,9550,apartment,199000,2,96,0,0,1,6,0,0,0,0,2,2000,5,168,3,300044,32877,2072
Libramont-chevignyfreux,6800,exceptional-property,929000,10,569,1,0,0,0,0,0,0,8594,4,1868,5,164,5,224500,27968,1632
Mettet,5640,house,399000,6,350,1,0,1,50,1,500,0,689,4,1945,3,263,3,232000,28885,1140
Engis,4480,apartment,95000,1,87,1,0,0,0,0,0,0,0,2,1899,4,202,5,176000,25939,1091
Gent,9000,house,269000,1,44,0,0,0,0,0,0,0,16,2,1874,5,146,3,335000,27,6113
Soumagne,4630,house,325000,3,180,1,0,1,100,0,0,0,250,2,1930,2,393,5,234000,28565,1805
Molenbeek-saint-jean,1080,flat-studio,188000,1,49,1,0,1,4,0,0,0,0,2,2020,5,84,5,215000,21062,3836
Tournai,7500,apartment,157000,2,89,1,0,0,0,0,0,0,0,2,1975,4,221,3,195000,25518,1764
Bertrix,6880,house,399000,6,254,1,0,0,0,0,0,0,1148,4,1980,3,313,3,187000,25881,1570
Merelbeke,9820,service-flat,129000,1,34,0,0,0,0,1,1000,0,0,2,1990,3,325,3,375000,34972,3794
Woluwe-saint-lambert,1200,apartment,422000,2,80,1,0,1,7,0,0,0,0,2,2024,6,45,5,369000,27210,5275
Duffel,2570,apartment,239000,2,102,1,0,1,9,0,0,0,0,2,1996,5,161,2,295000,30866,2343
Evere,1140,apartment,442000,3,105,1,0,1,15,0,0,0,0,2,2026,6,44,5,257500,24158,4209
Braine-lalleud,1420,apartment,235000,2,57,1,0,1,5,0,0,0,0,4,1972,6,72,3,360000,30512,4122
Willebroek,2830,house,209000,2,110,1,1,0,0,0,0,0,200,2,1918,1,521,2,286750,29939,1900
Geraardsbergen,9500,house,275000,3,197,1,0,0,0,1,1,0,345,4,1963,1,792,2,238500,29578,1395
Evere,1140,apartment,364000,2,88,1,0,1,2,0,0,0,0,2,2026,6,44,5,257500,24158,4136
Schoten,2900,house,399000,2,106,0,0,0,0,0,0,0,211,2,1930,5,158,5,330550,31175,3764
Liege,4000,apartment,199000,2,100,1,0,1,6,0,0,0,0,2,1975,5,159,5,170000,22738,1990
Uccle,1180,apartment,368000,3,95,1,0,1,16,0,0,0,0,3,1971,4,124,3,390000,26467,3873
Merchtem,1785,apartment,219000,2,75,1,0,0,0,0,0,0,0,2,2004,5,101,5,330000,32036,2920
Baarle-hertog,2387,villa,550000,2,251,0,0,0,0,0,0,0,1554,4,1993,4,220,3,370000,28241,2191
Anderlecht,1070,apartment,129000,1,50,0,0,0,0,0,0,0,0,3,1879,0,622,1,220000,21336,2580
Grez-doiceau,1390,house,490000,4,247,1,0,1,25,1,900,0,1720,4,1919,3,300,3,382500,31018,1983
Ganshoren,1083,apartment,240000,2,100,1,0,1,9,0,0,0,0,2,1961,2,266,2,220000,23789,2400
Uccle,1180,house,815000,4,202,1,0,0,0,0,0,0,632,4,1965,0,959,1,390000,26467,4034
Anderlecht,1070,apartment,139000,1,55,0,0,0,0,0,0,0,0,3,1879,1,287,1,220000,21336,2527
Villers-le-bouillet,4530,house,425000,5,240,1,0,0,0,0,0,0,1630,4,1992,5,133,5,250805,30281,1770
Sint-truiden,3800,apartment,254000,2,90,1,0,0,0,0,0,0,0,2,2001,5,109,3,239000,28162,2822
Edegem,2650,ground-floor,255000,2,90,1,0,0,0,0,0,0,0,2,1976,4,233,3,339900,34133,2833
Schaerbeek,1030,apartment,249000,2,92,1,0,1,4,0,0,0,0,2,1967,0,906,3,275000,21912,2706
Namur,5000,apartment,120000,1,41,1,0,0,0,0,0,0,0,2,1899,4,186,3,250000,26345,2926
Molenbeek-saint-jean,1080,apartment,207000,1,67,1,1,1,15,0,0,0,0,2,1975,2,269,3,215000,21062,3089
Woluwe-saint-pierre,1150,house,995000,4,350,1,0,1,60,1,400,0,712,4,1972,2,258,3,465000,29516,2842
Hasselt,3500,apartment,284000,2,95,1,0,0,0,0,0,0,0,3,1989,4,207,3,285000,30208,2989
Niel,2845,house,159000,2,82,0,0,0,0,0,0,0,48,2,1899,3,382,3,255000,31517,1939
Schoten,2900,apartment,185000,1,61,1,0,0,0,0,0,0,0,2,1959,5,147,3,330550,31175,3032
Brasschaat,2930,ground-floor,309000,2,90,0,0,0,0,0,0,0,0,3,1989,5,157,3,385000,31614,3433
Sint-niklaas,9100,villa,515000,4,230,0,0,1,30,1,900,0,1100,4,1970,3,360,3,265000,28267,2239
Auderghem,1160,apartment,315000,2,90,1,0,1,9,0,0,0,0,4,1970,4,131,3,363000,28443,3500
Berlaar,2590,house,529000,4,220,1,0,1,30,1,120,0,350,3,2001,5,151,5,317500,30348,2404
Forest,1190,apartment,240000,2,80,1,0,1,14,0,0,0,0,4,1979,5,75,3,280000,22908,3000
Liedekerke,1770,house,225000,3,90,0,0,0,0,1,100,0,167,2,1930,1,930,2,310000,30325,2500
Evergem,9940,house,530000,6,460,1,0,0,0,0,0,0,1632,4,1981,1,602,1,337500,33011,1152
Sint-pieters-leeuw,1600,house,260000,2,87,1,0,0,0,0,0,0,275,2,1926,1,627,2,325000,29043,2988
Sint-jans-molenbeek,1080,apartment,215000,2,93,0,0,1,12,0,0,0,0,2,1970,2,211,3,215000,21062,2311
Kasterlee,2460,house,545000,4,306,1,0,1,65,1,144,1,360,3,2006,5,120,5,323750,32250,1781
Dehaan,8420,apartment,275000,2,70,1,1,1,1,0,0,0,0,4,1998,4,218,5,260000,28811,3928
Middelkerke,8430,apartment,425000,2,63,1,1,0,0,0,0,0,0,2,1966,5,109,3,200000,27292,6746
Anderlecht,1070,apartment,279000,2,91,1,0,0,0,0,0,0,0,4,2008,2,270,3,220000,21336,3065
Ciney,5590,apartment,199000,2,79,1,0,0,0,0,0,0,0,2,1989,4,253,2,228000,26679,2518
Forest,1190,apartment,169000,1,57,1,0,1,6,0,0,0,0,2,1933,0,366,1,280000,22908,2964
Oudenaarde,9700,house,375000,3,200,1,0,0,0,1,706,0,706,3,1994,4,262,5,275000,30647,1875
Jette,1090,apartment,175000,2,79,1,0,1,7,0,0,0,0,4,1984,3,174,1,235000,24171,2215
Forest,1190,apartment,250000,2,75,1,0,1,4,0,0,0,0,2,1950,2,227,2,280000,22908,3333
Waterloo,1410,villa,395000,3,100,1,0,0,0,1,520,0,695,4,1980,3,278,1,475000,31143,3950
Haaltert,9450,house,469000,3,250,0,0,1,90,1,800,0,1239,3,2001,5,200,3,283500,32791,1876
