Standardized Median Revenue per Commune,Standardized Median Price per Commune,Standardized Livable Space (m2),Standardized Subtype of Property Score,Standardized State of the Building Score,Standardized PEB Score,Standardized Primary Energy Consumption (kWh/m2),Standardized Surface of the Land (m2),Standardized Construction Year,Standardized Number of Rooms,Standardized Number of Facades
-0.841,-0.963,-0.879,-0.565,-0.832,-1.138,-0.147,-0.519,0.327,-0.752,-0.946
0.247,2.039,1.057,-0.285,1.167,-1.138,-0.29,-0.088,0.709,0.741,0.212
0.423,0.677,0.653,-0.285,-0.832,-0.075,-0.708,1.037,0.302,0.741,1.37
-1.306,-0.963,-1.245,-0.939,1.167,-0.402,-0.411,-0.519,0.276,-1.498,1.37
0.532,1.028,0.352,2.989,-0.832,-0.402,-0.026,0.67,0.837,-0.005,1.37
-0.189,-0.568,-0.588,0.674,-0.832,1.279,-0.543,-0.519,0.939,-0.005,-0.946
0.247,2.039,-1.057,-0.565,1.167,-1.138,-0.197,-0.519,0.607,-1.498,-0.946
0.657,0.385,-0.118,-0.285,1.167,0.268,-1.473,0.023,1.448,-0.005,1.37
-1.267,-0.289,-0.118,-0.565,1.167,1.279,-0.917,-0.519,0.073,-0.005,-0.946
0.394,-0.044,0.211,-0.285,0.021,-0.402,0.447,-0.311,-0.208,-0.005,-0.946
-0.642,-1.576,-1.01,-0.565,0.566,-0.075,-0.901,-0.519,0.327,-0.752,0.212
0.281,-0.13,-1.02,-0.285,1.167,-1.138,1.074,-0.452,-1.736,-0.752,-0.946
0.879,2.836,1.348,2.989,-0.832,1.279,-0.076,0.1,-0.258,1.487,1.37
0.38,-0.565,-0.212,-0.285,-0.832,0.268,-1.286,-0.39,1.422,-0.005,-0.946
1.009,0.201,0.784,2.989,1.167,0.521,2.108,1.044,0.327,0.741,1.37
-1.197,-0.289,0.747,-0.565,0.134,-2.792,0.447,-0.519,-0.819,-0.005,-0.946
0.847,0.385,-0.663,0.674,0.566,-0.075,-0.89,-0.519,-0.335,-0.752,-0.946
-1.306,-0.963,-0.728,-0.565,0.566,-0.402,-0.505,-0.519,0.149,-0.005,0.212
-1.306,-0.963,-0.822,-0.565,1.167,-2.792,1.839,-0.519,-0.208,-0.752,-0.946
0.645,1.059,3.359,2.989,-0.832,-0.402,0.392,3.928,-1.099,2.98,1.37
0.2,-0.798,1.555,-0.285,-0.832,-0.402,-0.098,-0.065,-1.175,1.487,-0.946
0.69,-0.596,-0.184,-0.285,-0.832,-0.075,-0.571,-0.013,0.658,-0.005,0.212
0.847,0.385,0.437,-0.285,0.021,-0.402,0.337,0.899,0.2,-0.005,1.37
1.206,-0.228,-0.963,-0.565,1.167,-0.402,0.293,-0.519,1.142,-1.498,1.37
-1.04,-1.576,0.324,-0.285,0.134,1.279,-0.136,-0.321,-0.844,0.741,-0.946
0.371,-0.412,0.286,-0.285,0.021,1.279,-0.307,-0.414,-0.106,-0.005,-0.946
0.555,2.162,-0.381,-0.285,1.167,-0.075,-1.044,1.839,1.219,-0.005,-0.946
-1.008,-0.228,-0.277,-0.565,-0.832,-2.792,3.676,-0.519,-0.131,-0.005,-0.946
1.058,0.483,-0.014,-0.285,1.167,0.268,-1.528,-0.318,1.372,-0.005,-0.946
0.247,2.039,0.305,2.989,-0.832,-2.792,0.727,-0.176,-0.182,0.741,1.37
0.461,-0.35,1.761,-0.285,-0.832,-0.075,-0.45,0.252,0.684,0.741,1.37
1.339,0.667,-0.494,-0.565,1.167,-0.075,-0.615,-0.519,1.066,-0.752,0.212
0.923,1.549,0.418,2.989,0.021,-0.402,0.265,1.719,0.251,0.741,1.37
1.056,2.683,0.671,2.989,1.167,-0.075,-0.802,0.368,0.76,-0.005,1.37
0.885,2.836,-0.306,-0.285,-0.832,1.279,0.111,-0.416,-0.462,0.741,-0.946
0.645,1.059,7.624,-0.285,-0.832,-1.138,0.92,0.496,-0.182,0.741,0.212
1.058,0.483,0.718,-0.285,1.167,1.279,-0.384,0.858,0.964,-0.005,1.37
-0.154,-0.596,-0.606,-0.565,-0.832,-0.075,-0.719,-0.519,0.913,-1.498,0.212
-1.306,-0.963,-0.954,-0.565,-0.832,-0.075,-1.077,-0.519,1.295,-0.752,0.212
0.411,-0.375,3.406,-0.285,-0.832,0.521,1.228,0.121,-0.131,0.741,0.212
0.388,-0.044,0.859,-0.285,-0.832,-0.075,-0.433,0.187,-1.557,1.487,1.37
-5.352,0.446,-0.757,-0.565,1.167,-0.075,-0.901,-0.519,-2.984,-0.752,1.37
0.247,2.039,-0.728,-0.565,0.021,-0.402,-0.505,-0.519,0.073,-0.752,-0.946
-0.139,-1.086,-0.916,-0.565,-0.832,-2.792,1.641,-0.519,0.047,-0.752,1.37
0.775,-0.026,0.859,-0.285,-0.832,-0.402,0.348,0.205,0.404,0.741,1.37
-0.395,-1.202,-0.437,-0.285,-0.832,-0.402,0.15,-0.385,-0.437,-0.005,-0.946
0.889,0.863,0.512,-0.285,1.167,-0.402,0.238,0.03,-0.946,-0.005,0.212
-0.083,-0.497,0.521,-0.285,0.021,1.279,-0.136,-0.145,0.073,-0.752,-0.946
-0.739,-0.381,-0.794,-0.565,1.167,-0.402,-0.56,-0.519,0.276,-0.752,0.212
-1.04,-1.576,-0.259,-0.285,1.167,-0.075,-0.994,-0.241,1.397,-0.005,-0.946
0.327,-0.145,-0.09,-0.285,0.134,-1.138,1.107,0.379,-0.717,-0.005,0.212
0.171,0.14,0.888,-0.285,0.021,1.279,-0.257,0.451,0.353,0.741,1.37
0.973,0.354,-0.127,-0.285,0.134,0.521,1.349,-0.372,-0.233,-0.752,-0.946
0.461,-0.289,-0.099,-0.285,-0.832,-0.075,-0.785,0.229,1.142,-0.005,0.212
0.27,-0.608,0.108,-0.285,-0.832,-1.138,0.661,0.075,-2.347,-0.005,0.212
0.555,2.162,0.521,2.989,0.021,-0.402,0.166,0.154,0.149,1.487,1.37
-1.04,-1.576,-0.7,-0.285,-0.832,-1.138,0.359,-0.342,-1.252,-0.752,-0.946
-0.159,-0.596,-0.71,-0.565,0.021,1.279,0.084,-0.519,0.557,-0.752,0.212
-1.08,-2.042,-0.071,-0.285,-0.832,-1.138,0.727,0.409,-1.965,-0.005,0.212
1.123,0.506,-0.775,-0.565,0.566,-0.075,-0.499,-0.519,0.174,-0.005,0.212
0.073,3.602,-0.719,-0.565,0.021,1.279,0.029,-0.519,-0.004,-0.005,0.212
-0.766,-1.257,0.343,-0.285,0.134,-2.792,1.382,-0.279,-0.819,0.741,-0.946
-1.437,-0.093,-0.512,-0.565,1.167,-1.138,-0.307,-0.519,-0.946,-0.752,0.212
0.999,0.079,-0.541,-0.565,-0.832,-0.075,-0.675,-0.519,0.913,-0.752,0.212
-1.08,-2.042,-0.879,-0.565,0.566,1.279,-0.428,-0.519,-0.182,-0.752,-0.946
1.264,0.385,0.164,-0.285,-0.832,1.279,-0.065,0.069,-0.717,-0.005,1.37
-0.864,0.305,-0.822,-0.565,-0.832,0.521,0.133,-0.519,-0.233,-0.752,-0.946
-1.358,-1.024,-0.672,-0.565,1.167,-0.402,-0.428,-0.519,0.811,-0.752,-0.946
0.562,0.392,-0.127,-0.285,1.167,-0.075,-0.637,-0.374,0.862,-0.005,-0.946
0.009,-0.412,0.465,-0.285,1.167,-0.402,0.249,0.235,-0.335,-0.752,1.37
-1.358,-1.024,-0.963,-0.565,-0.832,-0.402,-0.488,-0.519,0.225,-1.498,-0.946
-1.04,-1.576,-0.86,-0.565,0.021,-0.075,-0.73,-0.519,0.022,-1.498,-0.946
0.879,2.836,2.748,-0.285,-0.832,1.279,-0.356,1.503,0.2,2.98,1.37
0.006,-0.412,-0.409,-0.565,1.167,0.268,-1.11,-0.519,1.321,-0.752,-0.946
0.247,2.039,-0.86,-0.565,0.134,0.521,0.023,-0.519,-0.08,-0.752,-0.946
0.436,0.753,0.54,2.989,0.021,1.279,-0.296,0.481,0.531,0.741,1.37
0.713,-0.182,-1.132,1.629,-0.832,-0.075,-0.741,-0.519,1.142,-1.498,0.212
-0.332,1.12,1.141,-0.285,-0.832,-2.792,1.217,0.163,-0.87,2.234,0.212
0.33,-0.822,-0.588,-0.285,0.021,-1.138,0.414,-0.012,0.327,-0.005,0.212
0.999,0.079,0.972,2.989,1.167,-0.075,-0.923,0.092,0.939,0.741,1.37
-0.864,0.305,0.145,-0.565,-0.832,1.279,-0.89,-0.519,0.582,-0.005,-0.946
-1.267,-0.289,-0.597,-0.565,1.167,-0.402,-0.549,-0.519,-1.965,-0.752,-0.946
-0.771,-0.504,-0.728,1.399,1.167,-0.075,-1.253,-0.519,1.422,-0.752,-0.946
0.077,-0.841,0.653,-0.285,-0.832,1.279,-0.235,0.111,-1.736,0.741,-0.946
-1.306,-0.963,0.145,-0.285,-0.832,-2.792,0.826,-0.287,-1.736,2.234,-0.946
0.645,-0.105,0.352,-0.285,0.134,0.521,3.23,-0.01,-0.946,0.741,0.212
1.141,-0.393,0.343,-0.285,-0.832,1.279,-0.191,0.962,0.786,1.487,1.37
-1.267,-0.289,2.598,-0.285,-0.832,0.521,0.122,-0.112,-1.838,1.487,-0.946
0.806,-0.412,-0.418,-0.285,0.021,0.521,1.899,-0.31,-0.59,-0.005,-0.946
0.636,0.262,-0.597,-0.285,0.021,-1.138,1.069,-0.323,-0.87,-0.752,0.212
-1.267,-0.289,-0.4,1.399,-0.832,1.279,-0.989,-0.519,1.219,-0.752,1.37
0.157,0.324,-0.268,-0.285,0.021,-0.402,0.331,-0.313,-0.106,-0.005,0.212
0.891,0.765,-0.588,0.819,1.167,1.279,-0.147,-0.519,0.709,-0.752,0.212
-0.841,-0.963,-0.747,-0.565,1.167,1.279,-0.89,-0.519,0.939,-0.752,-0.946
-0.166,-0.473,-0.916,-0.565,0.021,0.521,2.081,-0.519,0.429,-0.005,1.37
-1.267,-0.289,1.855,-0.285,-0.832,0.521,0.111,-0.323,-2.474,2.234,-0.946
-1.306,-0.963,-0.588,1.384,1.167,-1.138,-0.219,-0.519,-0.946,-0.005,-0.946
0.61,-0.657,0.07,-0.285,1.167,-1.138,0.716,-0.272,-0.08,-0.005,1.37
-0.154,-0.596,0.07,1.399,1.167,1.279,-0.334,-0.519,0.837,-0.752,1.37
-1.267,-0.289,-0.869,-0.565,0.566,-0.402,-0.516,-0.519,-1.736,-0.752,-0.946
0.436,0.753,4.956,2.989,1.167,-0.402,0.309,4.641,0.862,2.234,1.37
-0.988,0.63,1.451,-0.285,0.021,0.521,0.265,-0.39,-1.252,2.234,-0.946
-0.176,-1.208,-1.048,-0.565,-0.832,1.279,0.04,-0.519,0.276,-1.498,-0.946
-0.332,1.12,2.259,-0.285,0.134,0.521,0.045,0.329,0.378,1.487,1.37
0.366,0.128,0.399,-0.285,1.167,-0.402,0.546,0.015,0.149,-0.005,1.37
0.866,1.194,0.54,-0.285,0.021,0.521,1.553,1.194,-0.946,2.234,0.212
-1.197,-0.289,-0.71,-0.565,1.167,1.279,-0.895,-0.519,1.142,-0.752,-0.946
1.049,2.468,1.987,2.989,-0.832,0.268,-1.088,2.113,1.066,0.741,1.37
0.885,2.836,-0.794,0.819,-0.832,1.279,-0.4,-0.519,0.073,-0.752,-0.946
-1.437,-0.093,-0.08,0.674,-0.832,-2.792,3.494,-0.519,-0.946,-0.752,-0.946
0.503,-0.044,0.465,-0.285,-0.832,-0.075,-0.664,-0.136,0.862,0.741,-0.946
0.276,-0.412,-0.268,-0.285,-0.832,-0.402,0.573,-0.37,-0.819,-0.005,-0.946
0.671,0.262,0.803,-0.285,-0.832,-0.075,-0.56,0.3,0.276,0.741,1.37
0.371,-0.412,0.634,-0.285,0.134,-1.138,0.871,-0.437,-0.946,0.741,-0.946
-0.841,-0.963,-0.916,-0.565,1.167,0.521,0.084,-0.519,-0.182,-0.752,0.212
0.358,0.118,-0.728,-0.565,-0.832,0.268,-1.275,-0.519,1.346,-0.752,-0.946
-0.254,-0.718,-0.277,-0.285,0.134,0.521,1.558,0.238,-0.488,0.741,0.212
-1.267,-0.289,-0.249,0.674,1.167,1.279,-0.967,-0.519,1.346,-0.005,-0.946
-0.423,-0.779,-0.277,-0.285,-0.832,1.279,0.012,-0.375,-0.106,-0.005,1.37
0.306,-0.301,0.718,-0.285,-0.832,1.279,0.012,0.469,0.073,0.741,0.212
0.371,-0.412,-0.775,-0.565,1.167,-0.075,-0.895,-0.519,0.913,-0.752,-0.946
0.586,-0.289,-0.606,-0.565,-0.832,-0.075,-0.549,-0.519,0.811,-0.752,-0.946
0.247,2.039,-0.024,-0.565,-0.832,1.279,-0.807,-0.519,-0.055,-0.005,-0.946
0.645,1.059,-0.775,0.819,-0.832,-0.075,-0.67,-0.519,0.557,-0.752,0.212
0.247,2.039,-0.681,0.674,-0.832,0.521,0.254,-0.519,0.2,-0.005,-0.946
1.097,0.817,-0.588,-0.285,-0.832,-0.402,0.249,-0.387,-0.717,-0.752,0.212
0.314,0.17,-0.071,-0.285,-0.832,-0.402,0.436,-0.442,-1.252,-0.005,-0.946
0.44,-0.473,0.822,-0.285,-0.832,0.268,-1.011,-0.314,-0.946,-0.005,-0.946
0.885,0.018,0.145,-0.285,0.134,1.279,0.023,-0.21,-1.252,-0.005,-0.946
0.411,-0.375,0.606,2.989,1.167,0.521,1.536,1.037,0.2,0.741,1.37
0.396,-0.228,-0.456,-0.285,1.167,1.279,0.018,-0.331,-0.844,0.741,-0.946
0.009,-0.412,-0.616,-0.565,-0.832,-0.075,-0.466,-0.519,0.276,-0.005,-0.946
-5.352,0.446,-0.447,-0.565,-0.832,-0.075,-0.912,-0.519,0.964,-0.005,0.212
0.006,-0.412,-0.494,-0.285,-0.832,1.279,-0.301,-0.422,-0.564,-0.005,-0.946
-0.328,-1.208,-0.09,-0.285,0.021,0.521,1.014,1.08,-2.347,-0.752,1.37
0.885,0.018,-0.071,-0.285,0.021,0.521,2.383,1.261,0.047,-0.005,1.37
-1.04,-1.576,-0.888,-0.565,-0.832,-1.138,0.694,-0.519,0.022,-0.752,-0.946
0.006,-0.412,-0.653,-0.565,-0.832,-0.075,-0.939,-0.519,0.327,-0.752,-0.946
0.56,-0.084,0.352,-0.285,0.134,0.521,1.641,-0.189,-0.411,1.487,0.212
0.403,-0.081,-0.728,0.674,-0.832,-0.075,-0.961,-0.519,1.066,-0.752,-0.946
-0.988,0.63,-0.907,1.399,-0.832,-0.402,-0.686,-0.519,-0.055,-0.752,-0.946
0.034,-0.926,0.033,-0.285,1.167,0.268,-1.033,-0.395,1.04,-0.752,-0.946
1.123,0.506,-0.804,-0.565,0.021,-0.075,-0.846,-0.519,0.174,-0.752,-0.946
1.099,-0.148,-0.766,-0.565,1.167,-0.402,-0.092,-0.519,-0.564,-1.498,-0.946
0.94,1.243,0.85,-0.285,1.167,-1.138,1.107,1.548,0.658,0.741,1.37
0.699,0.268,-0.653,-0.285,-0.832,1.279,-0.109,-0.241,-0.946,-0.752,-0.946
0.474,0.324,-0.672,-0.565,-0.832,1.279,-0.29,-0.519,0.811,-0.752,-0.946
-1.04,-1.576,-0.597,-0.565,0.021,-0.075,-0.653,-0.519,-0.055,-0.005,-0.946
-1.267,-0.289,0.333,0.819,0.134,-2.792,0.733,-0.519,-0.386,-0.005,0.212
-1.267,-0.289,-0.456,-0.565,-0.832,-0.402,-0.571,-0.519,1.015,-0.005,-0.946
0.436,0.753,0.728,2.989,1.167,-0.402,0.271,1.305,-0.029,-0.005,1.37
0.571,0.777,0.822,2.989,-0.832,1.279,-0.373,0.402,0.582,-0.005,1.37
0.38,-0.565,0.709,-0.285,-0.832,-0.402,0.584,0.318,0.506,0.741,1.37
-1.306,-0.963,-0.634,-0.565,-0.832,0.521,0.287,-0.519,0.913,-0.752,1.37
0.555,-0.228,0.662,-0.285,-0.832,1.279,-0.131,-0.282,0.225,0.741,-0.946
0.39,-0.228,-0.531,0.674,1.167,0.268,-1.077,-0.519,1.193,-0.752,1.37
0.258,-0.736,0.54,-0.285,1.167,-0.075,-0.692,-0.032,0.582,-0.005,0.212
0.258,-0.736,5.426,2.989,1.167,0.268,-1.324,2.69,1.091,1.487,1.37
0.645,1.059,-0.137,-0.285,-0.832,-0.075,-0.796,-0.184,-0.921,-0.005,-0.946
0.532,1.028,1.714,2.989,-0.832,1.279,-0.334,1.132,0.658,2.98,1.37
0.612,-0.39,-1.255,-0.285,1.167,-0.075,-0.51,0.308,1.04,-1.498,1.37
1.028,0.691,1.198,-0.285,0.134,0.521,2.691,0.292,-0.233,1.487,0.212
0.394,-0.044,-0.832,-0.565,1.167,0.268,-1.423,-0.519,1.448,-0.752,-0.946
-1.791,-0.657,-0.775,0.674,1.167,1.279,-0.956,-0.519,1.422,-0.752,-0.946
0.358,0.118,-0.465,-0.565,-0.832,-0.075,-0.461,-0.519,0.251,-0.005,-0.946
0.281,-0.13,1.132,-0.285,1.167,0.521,1.597,0.1,-0.309,-0.752,1.37
0.436,0.753,-0.437,2.989,0.134,-2.792,1.465,0.415,0.149,-0.005,1.37
0.996,1.549,0.54,-0.285,0.566,-0.075,-0.741,0.208,-0.131,1.487,0.212
0.626,-0.534,0.54,-0.285,0.021,1.279,-0.197,-0.377,-1.252,1.487,-0.946
-0.988,0.63,1.292,-0.285,-0.832,0.521,0.084,-0.278,-1.608,1.487,-0.946
-0.189,-0.568,-0.775,0.819,1.167,0.268,-1.082,-0.519,1.422,-0.752,0.212
0.006,-0.412,-0.935,-0.565,-0.832,-0.075,-0.846,-0.519,1.142,-0.752,1.37
-0.988,0.63,-1.104,-0.939,1.167,-0.402,-0.554,-0.519,0.302,-1.498,1.37
0.436,0.753,-0.869,-0.565,0.566,1.279,-0.417,-0.519,-0.157,-0.752,-0.946
0.366,0.128,0.465,-0.285,1.167,0.268,-1.324,-0.042,1.321,-0.005,0.212
-0.751,-1.882,-0.588,-0.285,-0.832,-0.402,0.155,-0.179,0.174,-0.005,-0.946
-0.383,-1.331,-0.916,-0.285,0.021,0.521,1.25,0.354,0.047,-0.752,1.37
0.555,2.162,-0.494,-0.285,0.021,-2.792,1.338,0.074,-0.335,-0.752,1.37
-0.423,-0.779,-0.888,-0.565,-0.832,1.279,-0.087,-0.519,0.047,-0.752,-0.946
-0.864,0.305,-1.151,-0.565,0.134,0.521,0.166,-0.519,-0.87,-1.498,-0.946
-1.04,-1.576,-0.663,-0.285,1.167,1.279,-0.477,-0.451,-0.36,-0.005,-0.946
0.847,0.385,1.348,2.989,-0.832,1.279,-0.065,2.359,0.404,1.487,1.37
0.832,-0.228,0.023,-0.285,-0.832,1.279,-0.373,-0.006,-0.615,-0.005,0.212
0.13,-0.473,-0.353,-0.285,-0.832,-0.402,0.056,-0.395,-1.71,0.741,-0.946
0.306,-0.301,-0.907,-0.565,1.167,0.268,-1.247,-0.519,1.346,-0.752,-0.946
0.741,4.0,0.728,2.989,1.167,-0.402,0.276,4.884,-2.984,0.741,1.37
0.26,-0.473,1.151,-0.285,-0.832,1.279,0.073,2.557,0.225,-0.005,1.37
0.308,-0.452,0.089,-0.285,1.167,0.268,-1.126,-0.091,1.321,0.741,0.212
-0.988,0.63,0.296,-0.565,1.167,1.279,-0.917,-0.519,0.862,-0.005,-0.946
0.009,-0.412,2.381,-0.285,0.021,1.279,-0.224,-0.334,0.022,2.234,-0.946
-0.191,0.863,-1.132,-0.939,1.167,-0.075,-1.011,-0.519,1.448,-1.498,0.212
-0.771,-0.504,-0.963,-0.565,-0.832,-0.075,-1.121,-0.519,1.193,-1.498,-0.946
0.152,0.017,-0.935,1.399,1.167,0.268,-1.159,-0.519,1.27,-0.752,-0.946
0.314,0.17,-0.4,-0.565,-0.832,-0.075,-0.73,-0.519,0.786,-0.752,-0.946
-1.008,-0.228,-1.151,-0.565,-0.832,-2.792,1.954,-0.519,-1.456,-1.498,-0.946
0.65,-0.044,0.446,-0.285,-0.832,0.268,-1.187,-0.227,1.321,0.741,0.212
0.962,2.713,-0.428,-0.285,0.134,-0.402,0.183,-0.336,-0.335,-0.005,-0.946
0.713,-0.182,0.455,-0.285,-0.832,-1.138,1.025,2.788,-0.284,-0.005,1.37
0.152,0.017,0.756,-0.379,-0.832,-1.138,1.184,-0.351,-0.208,1.487,-0.946
-0.154,-0.596,-0.475,-0.285,-0.832,-0.075,-0.626,-0.372,0.098,-0.005,-0.946
0.706,0.936,-0.456,-0.285,-0.832,1.279,-0.246,-0.373,0.022,-0.005,-0.946
-0.166,-0.473,-0.728,-0.565,-0.832,1.279,-0.356,-0.519,1.091,-0.752,0.212
0.78,-0.596,-0.456,0.819,1.167,0.268,-1.203,-0.519,1.448,-0.005,0.212
-0.476,-0.779,-0.963,0.819,-0.832,0.268,-1.429,-0.519,1.27,-0.752,0.212
-1.267,-0.289,-1.255,-0.565,-0.832,1.279,-0.895,-0.519,-0.233,-1.498,0.212
-0.139,-1.086,-1.038,-0.565,-0.832,-0.402,0.007,-0.519,0.098,-0.752,0.212
0.343,0.017,0.22,-0.285,0.021,-0.402,0.337,-0.089,0.022,0.741,1.37
-1.358,-1.024,-0.841,-0.565,1.167,-0.075,-1.016,-0.519,1.346,-0.752,-0.946
-0.768,-0.779,-0.221,-0.565,-0.832,-1.138,-0.23,-0.519,-1.659,-0.752,-0.946
0.203,-0.608,-0.569,-0.285,1.167,-0.075,-0.45,-0.437,-1.252,0.741,-0.946
0.411,-0.375,0.963,-0.285,0.134,0.521,2.631,0.333,-0.309,0.741,1.37
-1.358,-1.024,-0.813,-0.565,-0.832,-1.138,-0.197,-0.519,0.073,-0.752,-0.946
0.006,-0.412,-0.428,-0.565,-0.832,-0.075,-0.598,-0.519,0.582,-0.005,1.37
-1.306,-0.963,-0.146,-0.285,0.021,-2.792,0.7,-0.344,-2.372,-0.005,-0.946
0.775,-0.026,-0.747,-0.565,0.021,-0.075,-0.604,-0.519,0.302,-0.752,-0.946
0.073,3.602,-0.681,-0.565,1.167,-0.075,-0.89,-0.519,0.531,-0.005,1.37
0.006,-0.412,-0.212,-0.285,-0.832,-0.075,-0.604,-0.395,-0.946,-0.005,-0.946
0.461,-0.289,0.23,-0.285,0.134,0.521,2.273,0.227,0.225,-0.005,1.37
-0.047,-0.908,-1.245,-0.565,1.167,-0.075,-1.038,-0.519,1.422,-1.498,1.37
1.264,0.385,-0.043,-0.285,1.167,1.279,-0.334,0.036,0.327,-0.005,0.212
-0.864,0.305,1.386,-0.285,0.134,0.521,0.32,-0.296,-1.201,1.487,-0.946
0.366,0.128,-0.127,-0.285,-0.832,0.268,-1.341,-0.288,1.448,0.741,1.37
-0.332,1.12,-0.296,-0.565,-0.832,1.279,-0.73,-0.519,-0.233,-0.752,0.212
0.973,0.385,1.151,-0.285,1.167,0.268,-1.115,0.075,1.142,0.741,0.212
-0.057,-0.963,-0.728,-0.285,-0.832,-1.138,0.601,0.496,0.174,-0.752,1.37
0.847,0.385,-0.7,0.819,0.566,-0.075,-0.67,-0.519,0.174,-0.752,1.37
0.267,-0.105,-0.916,0.819,-0.832,-0.075,-0.472,-0.519,-0.131,-0.752,-0.946
0.26,-0.657,-0.071,-0.285,-0.832,-0.402,0.513,0.306,-0.768,-0.005,0.212
0.403,-0.081,0.023,2.989,-0.832,1.279,-0.263,0.061,0.709,-0.005,1.37
-1.267,-0.289,-0.616,-0.565,-0.832,-0.402,-0.422,-0.519,1.015,-0.752,-0.946
0.973,0.354,-0.268,-0.285,1.167,1.279,-0.263,-0.222,-0.437,-0.005,-0.946
0.394,-0.044,-1.095,-0.565,-0.832,-0.075,-0.472,-0.519,1.04,-1.498,0.212
0.071,-0.715,0.211,-0.285,-0.832,-0.075,-0.736,0.124,1.015,-0.005,1.37
-0.01,-0.73,-0.606,-0.565,0.566,-0.075,-0.675,-0.519,0.149,-0.752,-0.946
-1.267,-0.289,-0.663,-0.565,1.167,-0.075,-1.159,-0.519,1.295,-0.752,1.37
0.868,-0.185,1.526,-0.285,-0.832,-1.138,1.014,-0.003,0.327,1.487,0.212
-0.154,-0.596,-0.588,-0.565,0.134,-0.075,-0.906,-0.519,0.251,-0.752,-0.946
-1.358,-1.024,-0.531,-0.565,1.167,1.279,-0.851,-0.519,0.913,-0.005,-0.946
-0.766,-1.257,-1.057,-0.565,-0.832,1.279,-0.153,-0.519,0.149,-1.498,-0.946
0.327,-0.145,-0.193,-0.285,1.167,-0.402,0.238,-0.229,-0.844,-0.005,0.212
0.655,-0.013,-0.268,-0.285,0.021,0.521,2.988,-0.058,-0.895,-0.005,0.212
1.173,0.691,0.925,-0.285,1.167,-0.075,-0.703,9.024,1.117,-0.005,1.37
-0.332,1.12,-0.371,-0.565,-0.832,-0.402,-0.532,-0.519,1.04,-0.005,-0.946
-0.083,-0.497,0.784,1.384,-0.832,1.279,-0.219,-0.519,-0.437,-0.005,-0.946
1.102,1.641,0.972,-0.285,-0.832,-0.402,0.513,-0.156,-1.201,0.741,1.37
0.203,-0.608,-0.353,-0.285,-0.832,1.279,0.089,-0.386,-0.946,-0.752,-0.946
1.078,-0.02,0.474,-0.285,0.566,-0.075,-0.868,0.446,0.225,-0.005,1.37
0.258,-0.485,-0.4,-0.285,-0.832,0.521,2.675,0.474,-0.182,-0.005,1.37
0.404,-0.118,0.07,-0.285,1.167,-0.075,-0.455,1.089,0.48,0.741,1.37
0.443,-0.289,-0.212,-0.285,-0.832,-0.402,0.353,7.634,0.76,-0.752,1.37
0.635,0.936,1.536,2.989,1.167,-0.075,-0.571,0.434,0.913,0.741,1.37
0.152,0.017,0.54,-0.285,0.134,-1.138,1.052,-0.284,-1.226,0.741,-0.946
1.309,0.753,-0.822,-0.285,0.134,-1.138,0.981,-0.148,-1.073,-0.752,-0.946
1.078,0.74,0.305,-0.285,-0.832,-0.402,0.491,-0.193,0.174,-0.005,0.212
0.157,0.324,1.517,-0.285,-0.832,-0.075,-0.538,0.334,0.557,0.741,1.37
-5.352,0.446,-0.738,-0.565,-0.832,-0.075,-0.532,-0.519,-0.182,-0.752,-0.946
0.6,0.14,1.198,-0.285,-0.832,1.279,-0.268,1.578,0.506,-0.005,1.37
0.314,0.17,-0.569,-0.285,0.134,0.521,1.421,-0.234,-1.71,-0.752,-0.946
-0.019,-1.147,-0.757,-0.565,1.167,-0.075,-0.934,-0.519,1.244,-1.498,-0.946
0.021,-1.821,1.479,2.989,0.021,1.279,-0.444,2.195,0.353,2.234,1.37
1.049,2.468,0.643,-0.285,-0.832,1.279,-0.389,0.255,0.684,-0.005,1.37
0.26,-0.473,0.033,2.989,-0.832,1.279,-0.191,0.392,0.684,-0.005,1.37
0.78,-0.596,-0.306,2.989,-0.832,1.279,-0.153,0.67,0.786,-0.005,1.37
0.474,-0.657,-0.353,-0.285,0.566,1.279,-0.147,-0.168,-1.226,0.741,0.212
-0.166,-0.473,1.339,-0.285,-0.832,1.279,-0.169,1.493,0.531,1.487,1.37
0.405,0.017,-0.634,-0.565,1.167,1.279,-0.136,-0.519,0.225,-0.005,0.212
1.195,0.875,-1.038,-0.565,-0.832,-0.075,-0.752,-0.519,0.633,-1.498,0.212
0.884,-0.135,-0.353,-0.285,1.167,0.268,-1.016,-0.363,1.448,-0.005,-0.946
0.405,-0.24,-0.118,-0.285,0.021,-0.402,0.309,0.306,-1.71,-0.005,0.212
-0.771,-0.504,-0.813,-0.565,-0.832,-0.075,-1.011,-0.519,0.073,-0.005,-0.946
0.281,-0.13,-0.277,-0.285,-0.832,-1.138,0.771,-0.051,-0.157,-0.752,0.212
-1.197,-0.289,-0.681,0.674,-0.832,0.521,0.062,-0.519,-1.532,-0.005,-0.946
0.657,0.385,0.897,-0.285,-0.832,1.279,0.007,1.55,0.557,0.741,1.37
1.056,2.683,0.7,-0.285,0.566,1.279,0.106,-0.059,-1.608,1.487,-0.946
1.471,0.757,-1.01,-0.565,1.167,-0.075,-0.906,-0.519,1.321,-1.498,0.212
